date,portfolioAction,portfolioConfidence,portfolioExposure,portfolioFixedExposure,portfolioScore,portfolioCoverage,portfolioRecoveryScore,marketAction,marketConfidence,marketExposure,marketScore,marketRecoveryScore,closeToCloseReturn,nextOpenReturn,nextCloseReturn,nextDayReturn,strategyReturn,forwardReturn5d,forwardReturn20d,forwardReturn60d
2023-09-15,보유,중립,0.5895,0.6,-7,58.7,-0.042,홀딩,중립,0.6,2,-0.1562,-2.4906,-1.1147,-0.2773,-1.1147,-1.1147,-3.4515,-3.2633,8.9876
2023-09-18,보유,중립,0.5895,0.6,-7,58.7,0.0652,홀딩,중립,0.6,11,0.0854,-0.2773,-0.2093,-0.3542,-0.2093,-0.2093,-2.1778,-1.6993,10.3911
2023-09-19,보유,중립,0.5925,0.6,-5,58.7,-0.0077,홀딩,중립,0.6,11,-0.0161,-0.3542,-1.4551,-1.6937,-1.4551,-1.4551,-3.0776,-0.7865,10.9378
2023-09-20,보유,중립,0.5895,0.6,-7,58.7,-0.2988,홀딩,중립,0.6,-2,-0.374,-1.6937,-1.6889,-0.4549,-1.6889,-1.6889,-1.2065,-1.6341,11.9368
2023-09-21,보유,위험 경계,0.55,0.6,-35,58.7,-0.4545,홀딩,위험 경계,0.6,-28,-0.5729,-0.4549,0.9913,0.352,0.9913,0.9913,1.4492,-1.627,14.8553
2023-09-22,보유,위험 경계,0.5579999999999999,0.6,-28,58.7,-0.3145,홀딩,위험 경계,0.6,-22,-0.3651,0.352,0.1956,-0.4819,0.1956,0.1956,0.4255,-2.6457,14.3843
2023-09-25,보유,위험 경계,0.579,0.6,-14,58.7,-0.1281,홀딩,중립,0.6,-4,-0.1359,-0.4819,-1.1282,0.0595,-1.1282,-1.1282,1.2481,-2.6424,14.6434
2023-09-26,보유,위험 경계,0.5505,0.6,-33,58.7,-0.3446,홀딩,위험 경계,0.6,-34,-0.4021,0.0595,0.4549,-0.2748,0.4549,0.4549,2.8184,-2.2629,16.6112
2023-09-27,보유,위험 경계,0.5609999999999999,0.6,-26,58.7,-0.2794,홀딩,위험 경계,0.6,-25,-0.3099,-0.2748,0.9502,0.8344,0.9502,0.9502,2.8682,0.0729,16.0812
2023-10-04,보유,위험 경계,0.5625,0.6,-25,58.7,-0.3624,홀딩,위험 경계,0.6,-28,-0.412,0.8344,-0.0289,0.0599,-0.0289,-0.0289,3.05,0.8202,14.4488
2023-10-05,보유,위험 경계,0.5565,0.6,-29,58.7,-0.3959,매도,약한 빨간색,0.2,-32,-0.4651,0.0599,1.0133,0.4531,1.0133,1.0133,2.1424,1.4074,11.7718
2023-10-06,보유,위험 경계,0.5565,0.6,-29,58.7,-0.4319,홀딩,위험 경계,0.6,-30,-0.5214,0.4531,0.3956,1.0725,0.3956,0.3956,1.095,1.7825,10.7466
2023-10-10,보유,위험 경계,0.5609999999999999,0.6,-26,58.7,-0.3997,홀딩,위험 경계,0.6,-29,-0.5224,1.0725,0.5095,1.6684,0.5095,0.5095,1.4529,1.8396,9.895
2023-10-11,보유,위험 경계,0.5715,0.6,-19,58.7,-0.3213,홀딩,위험 경계,0.6,-21,-0.425,1.6684,1.1296,0.1293,1.1296,1.1296,0.2385,0.4593,11.4995
2023-10-12,보유,중립,0.585,0.6,-10,58.7,-0.243,홀딩,위험 경계,0.6,-14,-0.4115,0.1293,-0.9057,-1.3497,-0.9057,-0.9057,-2.4933,-0.9079,9.3039
2023-10-13,보유,위험 경계,0.5579999999999999,0.6,-28,58.7,-0.402,매도,약한 빨간색,0.2,-36,-0.6073,-1.3497,-0.0226,1.7787,-0.0226,-0.0226,-2.2994,2.4947,9.1699
2023-10-16,보유,위험 경계,0.579,0.6,-14,58.7,-0.2426,홀딩,위험 경계,0.6,-14,-0.3214,1.7787,0.742,-0.2312,0.742,0.742,-1.7991,2.2922,9.9145
2023-10-17,보유,위험 경계,0.576,0.6,-16,58.7,-0.3294,홀딩,위험 경계,0.6,-19,-0.4651,-0.2312,-0.7027,-1.6109,-0.7027,-0.7027,-1.8346,3.0378,8.0694
2023-10-18,비중 축소,약한 빨간색,0.25333333333333335,0.2,-36,58.7,-0.531,매도,약한 빨간색,0.2,-43,-0.7172,-1.6109,-1.6167,-1.3012,-1.6167,-1.6167,-3.4206,4.2101,9.1908
2023-10-19,비중 축소,약한 빨간색,0.24444444444444446,0.2,-40,58.7,-0.5371,매도,약한 빨간색,0.2,-51,-0.7271,-1.3012,-0.7164,-0.7963,-0.7164,-0.7164,-3.4743,5.6959,11.4126
2023-10-20,비중 축소,약한 빨간색,0.2288888888888889,0.2,-47,58.7,-0.6365,매도,강한 빨간색,0.2,-62,-0.8078,-0.7963,0.5139,0.8554,0.5139,0.5139,-2.8017,5.9381,10.7857
2023-10-23,비중 축소,약한 빨간색,0.2488888888888889,0.2,-38,58.7,-0.5615,매도,약한 빨간색,0.2,-46,-0.7156,0.8554,0.7066,0.3182,0.7066,0.7066,-3.1123,6.6892,13.1115
2023-10-24,보유,위험 경계,0.5625,0.6,-25,58.7,-0.4368,홀딩,위험 경계,0.6,-29,-0.5448,0.3182,-2.2984,-3.789,-2.2984,-2.2984,-4.4904,5.2555,15.5887
2023-10-25,비중 축소,약한 빨간색,0.24666666666666667,0.2,-39,58.7,-0.545,매도,약한 빨간색,0.2,-54,-0.763,-3.789,-1.6717,0.106,-1.6717,-1.6717,0.5017,8.5098,19.1702
2023-10-26,비중 축소,약한 빨간색,0.23333333333333334,0.2,-45,58.7,-0.6254,매도,강한 빨간색,0.2,-56,-0.7734,0.106,-0.0302,0.4103,-0.0302,-0.0302,3.9617,9.6704,20.8681
2023-10-27,비중 축소,약한 빨간색,0.24000000000000002,0.2,-42,58.7,-0.5601,매도,약한 빨간색,0.2,-54,-0.6812,0.4103,0.1979,-1.6199,0.1979,0.1979,4.5849,9.6681,21.7879
2023-10-30,보유,위험 경계,0.55,0.6,-37,58.7,-0.4807,매도,약한 빨간색,0.2,-33,-0.5781,-1.6199,-0.7388,1.6159,-0.7388,-0.7388,5.782,9.666,20.1735
2023-10-31,보유,위험 경계,0.5535,0.6,-31,58.7,-0.3985,홀딩,위험 경계,0.6,-25,-0.4552,1.6159,2.8355,3.0256,2.8355,2.8355,7.0906,10.6413,20.4945
2023-11-01,보유,위험 경계,0.5745,0.6,-17,58.7,-0.1059,홀딩,위험 경계,0.6,-13,-0.1229,3.0256,1.7025,0.2729,1.7025,1.7025,3.2458,7.9763,17.8207
2023-11-02,분할 매수,약한 녹색,1,1,32,58.7,0.5169,신규 매수,약한 녹색,1,35,0.5781,0.2729,0.5494,2.2209,0.5494,0.5494,1.2766,6.8342,14.3518
2023-11-03,분할 매수,약한 녹색,1,1,39,58.7,0.5029,신규 매수,약한 녹색,1,44,0.5609,2.2209,1.3419,0.0843,1.3419,1.3419,3.2513,6.4781,12.3529
2023-11-06,보유,녹색 대기,0.6405,0.6,27,58.7,0.3643,신규 매수,약한 녹색,1,37,0.3833,0.0843,0.4677,-0.5553,0.4677,0.4677,1.6693,4.2659,11.6347
2023-11-07,분할 매수,약한 녹색,1,1,36,58.7,0.4762,신규 매수,약한 녹색,1,41,0.5042,-0.5553,-0.828,0.479,-0.828,-0.828,2.7171,3.1646,12.3197
2023-11-08,보유,녹색 대기,0.6405,0.6,27,58.7,0.3969,신규 매수,약한 녹색,1,35,0.4234,0.479,-0.2329,0.5208,-0.2329,-0.2329,4.0069,3.7637,12.5772
2023-11-09,분할 매수,약한 녹색,1,1,35,58.7,0.4851,신규 매수,약한 녹색,1,37,0.5151,0.5208,2.5089,0.8349,2.5089,2.5089,4.0139,5.237,13.5414
2023-11-10,분할 매수,강한 녹색,1,1,51,58.7,0.6771,신규 매수,강한 녹색,1,55,0.7773,0.8349,-0.226,0.571,-0.226,-0.226,0.9613,3.3695,11.3834
2023-11-13,분할 매수,강한 녹색,1,1,55,58.7,0.6851,신규 매수,강한 녹색,1,54,0.7326,0.571,1.5002,1.5441,1.5002,1.5002,2.4142,4.1785,14.6205
2023-11-14,분할 매수,강한 녹색,1,1,66,58.7,0.7861,신규 매수,강한 녹색,1,78,0.8997,1.5441,0.4254,-0.0429,0.4254,0.4254,0.2634,3.5089,12.8357
2023-11-15,분할 매수,강한 녹색,1,1,62,58.7,0.6944,신규 매수,강한 녹색,1,71,0.7727,-0.0429,-0.2284,-0.5739,-0.2284,-0.2284,0.5396,3.6739,13.8565
2023-11-16,분할 매수,강한 녹색,1,1,59,58.7,0.6539,신규 매수,강한 녹색,1,68,0.7516,-0.5739,-0.494,0.4038,-0.494,-0.494,0.1273,5.0415,14.0587
2023-11-17,분할 매수,강한 녹색,1,1,51,58.7,0.4985,신규 매수,강한 녹색,1,58,0.5557,0.4038,1.2075,0.9251,1.2075,1.2075,0.583,6.3309,13.4231
2023-11-20,분할 매수,강한 녹색,1,1,61,58.7,0.7318,신규 매수,강한 녹색,1,71,0.8424,0.9251,-0.6289,-0.3728,-0.6289,-0.6289,-0.4323,5.2125,12.5846
2023-11-21,분할 매수,강한 녹색,1,1,58,58.7,0.6888,신규 매수,강한 녹색,1,69,0.7732,-0.3728,0.7028,-0.5959,0.7028,0.7028,0.3141,6.2017,12.1863
2023-11-22,분할 매수,강한 녹색,1,1,61,58.7,0.7246,신규 매수,강한 녹색,1,72,0.8076,-0.5959,-0.6386,0.0827,-0.6386,-0.6386,0.0012,4.8497,13.1414
2023-11-23,분할 매수,강한 녹색,1,1,58,58.7,0.6974,신규 매수,강한 녹색,1,73,0.8076,0.0827,-0.0434,0.1984,-0.0434,-0.0434,1.2875,6.4301,15.5802
2023-11-24,분할 매수,강한 녹색,1,1,58,58.7,0.6934,신규 매수,강한 녹색,1,71,0.8076,0.1984,0.1849,0.4584,0.1849,0.1849,1.5586,7.0913,15.0824
2023-11-27,분할 매수,강한 녹색,1,1,60,58.7,0.6934,신규 매수,강한 녹색,1,73,0.8076,0.4584,0.1169,-0.0295,0.1169,0.1169,0.5844,7.3449,15.3777
2023-11-28,분할 매수,강한 녹색,1,1,60,58.7,0.7144,신규 매수,강한 녹색,1,76,0.8477,-0.0295,0.3919,0.9384,0.3919,0.3919,-0.1223,7.845,14.5675
2023-11-29,분할 매수,강한 녹색,1,1,60,58.7,0.7055,신규 매수,강한 녹색,1,76,0.8367,0.9384,0.6342,0.037,0.6342,0.6342,-0.7607,7.3898,14.537
2023-11-30,분할 매수,강한 녹색,1,1,58,58.7,0.7055,신규 매수,강한 녹색,1,74,0.8367,0.037,0.2219,-0.2263,0.2219,0.2219,-0.2265,6.2517,16.8166
2023-12-01,분할 매수,강한 녹색,1,1,58,58.7,0.7083,신규 매수,강한 녹색,1,74,0.8258,-0.2263,-0.7723,-1.8739,-0.7723,-0.7723,0.2365,3.5313,18.412
2023-12-04,분할 매수,강한 녹색,1,1,57,58.7,0.7134,신규 매수,강한 녹색,1,72,0.8023,-1.8739,-0.5892,1.0113,-0.5892,-0.5892,1.587,4.4147,18.3488
2023-12-05,분할 매수,강한 녹색,1,1,58,58.7,0.7102,신규 매수,강한 녹색,1,75,0.8367,1.0113,-0.2513,-0.689,-0.2513,-0.2513,3.0544,4.6493,20.1213
2023-12-06,분할 매수,강한 녹색,1,1,61,58.7,0.7413,신규 매수,강한 녹색,1,76,0.8367,-0.689,1.1732,1.1574,1.1732,1.1732,3.9271,6.9827,21.9293
2023-12-07,분할 매수,강한 녹색,1,1,63,58.7,0.775,신규 매수,강한 녹색,1,79,0.9008,1.1574,0.6911,0.6483,0.6911,0.6911,3.8314,4.8848,18.4821
2023-12-08,분할 매수,강한 녹색,1,1,59,58.7,0.7317,신규 매수,강한 녹색,1,75,0.8477,0.6483,0.5615,1.4194,0.5615,0.5615,3.8798,3.0865,16.4974
2023-12-11,분할 매수,강한 녹색,1,1,60,58.7,0.7314,신규 매수,강한 녹색,1,77,0.8711,1.4194,0.8434,0.2096,0.8434,0.8434,3.4343,3.1649,17.9242
2023-12-12,분할 매수,강한 녹색,1,1,60,58.7,0.7185,신규 매수,강한 녹색,1,75,0.8266,0.2096,0.5868,1.3667,0.5868,0.5868,2.8643,1.3247,15.6603
2023-12-13,분할 매수,강한 녹색,1,1,59,58.7,0.7565,신규 매수,강한 녹색,1,70,0.8495,1.3667,1.0792,0.9335,1.0792,1.0792,1.6842,1.0459,13.8639
2023-12-14,분할 매수,강한 녹색,1,1,63,58.7,0.7856,신규 매수,강한 녹색,1,73,0.9091,0.9335,0.7333,0.3054,0.7333,0.7333,1.4585,0.3356,12.7645
2023-12-15,분할 매수,강한 녹색,1,1,60,58.7,0.7462,신규 매수,강한 녹색,1,71,0.8367,0.3054,0.1445,-0.1997,0.1445,0.1445,1.3012,-1.7141,12.4282
2023-12-18,분할 매수,강한 녹색,1,1,58,58.7,0.7267,신규 매수,강한 녹색,1,66,0.8367,-0.1997,0.2886,0.8507,0.2886,0.2886,1.572,0.6828,11.7851
2023-12-19,분할 매수,강한 녹색,1,1,54,58.7,0.6776,신규 매수,강한 녹색,1,56,0.7763,0.8507,-0.5561,-0.6573,-0.5561,-0.5561,1.8467,3.2313,13.4069
2023-12-20,분할 매수,강한 녹색,1,1,54,58.7,0.6155,신규 매수,강한 녹색,1,61,0.706,-0.6573,0.8532,0.9192,0.8532,0.8532,2.4123,4.5744,17.0306
2023-12-21,분할 매수,강한 녹색,1,1,60,58.7,0.6405,신규 매수,강한 녹색,1,69,0.7451,0.9192,0.5771,0.0962,0.5771,0.5771,1.1226,3.3669,16.5666
2023-12-22,분할 매수,강한 녹색,1,1,57,58.7,0.6844,신규 매수,강한 녹색,1,63,0.7763,0.0962,0.4147,1.0549,0.4147,0.4147,-1.8096,3.5378,15.6567
2023-12-26,분할 매수,강한 녹색,1,1,55,58.7,0.7124,신규 매수,강한 녹색,1,55,0.8107,1.0549,0.5589,0.3573,0.5589,0.5589,-2.137,1.8778,16.2689
2023-12-27,분할 매수,강한 녹색,1,1,55,58.7,0.6844,신규 매수,강한 녹색,1,56,0.7763,0.3573,-0.0066,0.6108,-0.0066,-0.0066,-3.0477,0.9037,17.0088
2023-12-28,분할 매수,강한 녹색,1,1,53,58.7,0.6933,신규 매수,강한 녹색,1,53,0.7872,0.6108,-0.4222,-2.8026,-0.4222,-0.4222,-1.1484,1.5077,17.8916
2024-01-02,분할 매수,강한 녹색,1,1,51,58.7,0.3639,신규 매수,강한 녹색,1,52,0.356,-2.8026,-2.3421,-0.6,-2.3421,-2.3421,-1.5213,0.6847,19.434
2024-01-03,분할 매수,약한 녹색,1,1,42,58.7,0.2857,신규 매수,약한 녹색,1,37,0.2599,-0.6,0.0756,-0.3278,0.0756,0.0756,-0.1897,1.854,24.0037
2024-01-04,분할 매수,강한 녹색,1,1,45,58.7,0.2454,신규 매수,약한 녹색,1,41,0.2224,-0.3278,-0.3719,-0.0174,-0.3719,-0.3719,0.3787,2.381,22.9356
2024-01-05,분할 매수,강한 녹색,1,1,45,58.7,0.337,신규 매수,약한 녹색,1,43,0.3349,-0.0174,1.9649,0.832,1.9649,1.9649,-0.2101,3.9263,23.9732
2024-01-08,분할 매수,강한 녹색,1,1,48,58.7,0.4287,신규 매수,강한 녹색,1,51,0.462,0.832,-0.8094,-0.5751,-0.8094,-0.8094,-1.8253,1.309,20.5237
2024-01-09,분할 매수,강한 녹색,1,1,51,58.7,0.5505,신규 매수,강한 녹색,1,51,0.5974,-0.5751,-1.0342,0.1754,-1.0342,-1.0342,-0.6795,2.7398,22.2468
2024-01-10,분할 매수,강한 녹색,1,1,49,58.7,0.5331,신규 매수,강한 녹색,1,48,0.5784,0.1754,0.6636,-0.7063,0.6636,0.6636,-0.9802,4.4158,22.8849
2024-01-11,분할 매수,강한 녹색,1,1,51,58.7,0.5151,신규 매수,강한 녹색,1,51,0.5682,-0.7063,-0.9608,0.3392,-0.9608,-0.9608,0.9368,6.4781,21.6658
2024-01-12,분할 매수,강한 녹색,1,1,51,58.7,0.5151,신규 매수,강한 녹색,1,52,0.5682,0.3392,0.3105,-0.6261,0.3105,0.3105,4.7875,7.473,25.5406
2024-01-15,분할 매수,강한 녹색,1,1,50,58.7,0.4032,신규 매수,강한 녹색,1,51,0.4307,-0.6261,0.3551,-0.4509,0.3551,0.3551,5.1941,8.5282,23.1111
2024-01-16,분할 매수,약한 녹색,1,1,43,58.7,0.3952,신규 매수,강한 녹색,1,45,0.4542,-0.4509,-1.3463,1.0127,-1.3463,-1.3463,4.4921,8.0293,22.0861
2024-01-17,분할 매수,약한 녹색,1,1,37,58.7,0.2492,신규 매수,약한 녹색,1,41,0.2708,1.0127,2.62,2.9775,2.62,2.62,6.6972,8.3672,22.4953
2024-01-18,분할 매수,강한 녹색,1,1,47,58.7,0.3409,신규 매수,강한 녹색,1,48,0.3458,2.9775,2.8095,2.2802,2.8095,2.8095,2.7197,6.1177,16.2446
2024-01-19,분할 매수,강한 녹색,1,1,50,58.7,0.4792,신규 매수,강한 녹색,1,46,0.4865,2.2802,0.682,-0.4521,0.682,0.682,-0.4828,2.169,12.7933
2024-01-22,분할 매수,강한 녹색,1,1,52,58.7,0.4619,신규 매수,약한 녹색,1,43,0.4214,-0.4521,-0.29,0.0482,-0.29,-0.29,-0.6035,3.0254,8.8958
2024-01-23,분할 매수,강한 녹색,1,1,46,58.7,0.4256,신규 매수,약한 녹색,1,38,0.3943,0.0482,0.7168,0.228,0.7168,0.7168,-1.5708,4.8451,9.8609
2024-01-24,분할 매수,강한 녹색,1,1,48,58.7,0.4214,신규 매수,약한 녹색,1,37,0.4099,0.228,-1.1886,-0.9053,-1.1886,-1.1886,-3.4249,3.6175,10.243
2024-01-25,보유,녹색 대기,0.6645,0.6,43,58.7,0.4006,신규 매수,약한 녹색,1,32,0.3755,-0.9053,-0.3742,-0.6011,-0.3742,-0.3742,-1.7399,5.2925,11.6159
2024-01-26,보유,녹색 대기,0.654,0.6,36,58.7,0.339,신규 매수,약한 녹색,1,29,0.3411,-0.6011,0.5587,0.2943,0.5587,0.5587,-0.212,4.9875,13.2078
2024-01-29,분할 매수,강한 녹색,1,1,45,58.7,0.4094,신규 매수,약한 녹색,1,41,0.4396,0.2943,-1.2638,-1.7214,-1.2638,-1.2638,-1.4165,4.8884,14.0369
2024-01-30,분할 매수,약한 녹색,1,1,36,58.7,0.3865,신규 매수,약한 녹색,1,32,0.3995,-1.7214,-1.1939,-0.0732,-1.1939,-1.1939,0.5477,8.8891,15.3775
2024-01-31,분할 매수,약한 녹색,1,1,31,58.7,0.1693,홀딩,녹색 대기,0.6,30,0.1589,-0.0732,0.5457,1.18,0.5457,0.5457,2.3417,11.9974,13.9767
2024-02-01,분할 매수,약한 녹색,1,1,31,58.7,0.2433,신규 매수,약한 녹색,1,32,0.2354,1.18,1.183,-0.588,1.183,1.183,4.4347,10.4403,15.4868
2024-02-02,분할 매수,약한 녹색,1,1,42,58.7,0.4765,신규 매수,강한 녹색,1,51,0.5771,-0.588,-0.6646,1.1397,-0.6646,-0.6646,3.2296,10.1285,14.6454
2024-02-05,보유,녹색 대기,0.648,0.6,32,58.7,0.3155,신규 매수,약한 녹색,1,34,0.3672,1.1397,0.7238,-0.1757,0.7238,0.7238,5.2764,12.1242,17.2794
2024-02-06,보유,녹색 대기,0.6315,0.6,21,58.7,0.167,홀딩,녹색 대기,0.6,22,0.1703,-0.1757,0.5591,1.8312,0.5591,0.5591,4.3896,9.5724,17.0877
2024-02-07,보유,녹색 대기,0.657,0.6,38,58.7,0.4087,신규 매수,약한 녹색,1,42,0.4938,1.8312,2.5881,2.6301,2.5881,2.5881,2.7676,7.9998,15.3352
2024-02-08,보유,녹색 대기,0.663,0.6,42,58.7,0.5732,신규 매수,약한 녹색,1,41,0.6203,2.6301,0.0227,-0.8692,0.0227,0.0227,0.6573,7.2062,12.4488
2024-02-13,보유,녹색 대기,0.6599999999999999,0.6,40,58.7,0.3463,신규 매수,약한 녹색,1,41,0.3414,-0.8692,1.2905,0.666,1.2905,1.2905,-0.3308,6.027,12.5609
2024-02-14,보유,녹색 대기,0.6735,0.6,49,58.7,0.5232,신규 매수,강한 녹색,1,55,0.5672,0.666,-0.1412,-0.276,-0.1412,-0.1412,-0.0845,3.6996,13.1503
2024-02-15,보유,녹색 대기,0.669,0.6,46,58.7,0.4965,신규 매수,강한 녹색,1,46,0.5141,-0.276,-0.9685,-0.0733,-0.9685,-0.9685,1.4992,3.9968,13.3339
2024-02-16,보유,녹색 대기,0.6675,0.6,45,58.7,0.4139,신규 매수,약한 녹색,1,43,0.4125,-0.0733,0.4923,0.08,0.4923,0.4923,2.0298,5.4776,14.1841
2024-02-19,보유,녹색 대기,0.6615,0.6,41,58.7,0.3929,신규 매수,약한 녹색,1,43,0.4417,0.08,-0.9626,-1.0235,-0.9626,-0.9626,1.9498,4.557,15.3421
2024-02-20,보유,녹색 대기,0.663,0.6,42,58.7,0.4027,신규 매수,약한 녹색,1,43,0.3964,-1.0235,1.5413,1.8589,1.5413,1.5413,2.2503,7.4446,16.0987
2024-02-21,보유,녹색 대기,0.6675,0.6,45,58.7,0.4307,신규 매수,강한 녹색,1,47,0.4307,1.8589,1.4432,1.0957,1.4432,1.4432,1.1719,8.5006,15.7541
2024-02-22,보유,녹색 대기,0.6779999999999999,0.6,52,58.7,0.5732,신규 매수,강한 녹색,1,56,0.6346,1.0957,-0.4414,-0.3978,-0.4414,-0.4414,2.2098,7.4745,13.1049
2024-02-23,분할 매수,강한 녹색,1,1,54,58.7,0.7039,신규 매수,강한 녹색,1,58,0.769,-0.3978,0.4096,-0.2305,0.4096,0.4096,4.305,7.7551,14.2885
2024-02-26,분할 매수,강한 녹색,1,1,59,58.7,0.6586,신규 매수,강한 녹색,1,63,0.7253,-0.2305,-0.6855,1.1498,-0.6855,-0.6855,2.9981,8.3288,14.8748
2024-02-27,분할 매수,강한 녹색,1,1,55,58.7,0.6118,신규 매수,강한 녹색,1,58,0.6557,1.1498,0.476,-0.8277,0.476,0.476,4.63,10.4129,17.1487
2024-02-28,분할 매수,강한 녹색,1,1,56,58.7,0.5246,신규 매수,강한 녹색,1,55,0.5198,-0.8277,2.4829,4.0678,2.4829,2.4829,5.3351,10.7232,15.3106
2024-02-29,분할 매수,강한 녹색,1,1,55,58.7,0.5152,신규 매수,강한 녹색,1,59,0.5776,4.0678,1.5918,0.0434,1.5918,1.5918,1.1897,9.0497,10.862
2024-03-04,분할 매수,강한 녹색,1,1,57,58.7,0.6156,신규 매수,강한 녹색,1,61,0.701,0.0434,-0.8378,-0.4137,-0.8378,-0.8378,-1.2597,8.7446,8.6641
2024-03-05,분할 매수,강한 녹색,1,1,51,58.7,0.3525,신규 매수,강한 녹색,1,47,0.337,-0.4137,0.8854,0.1716,0.8854,0.8854,1.3956,8.813,10.5281
2024-03-06,분할 매수,강한 녹색,1,1,54,58.7,0.4507,신규 매수,강한 녹색,1,57,0.4984,0.1716,1.126,1.9981,1.126,1.126,-0.5429,8.3956,9.202
2024-03-07,분할 매수,강한 녹색,1,1,57,58.7,0.5464,신규 매수,강한 녹색,1,64,0.6245,1.9981,-1.5319,-2.2729,-1.5319,-1.5319,-2.529,6.3836,9.3063
2024-03-08,분할 매수,강한 녹색,1,1,52,58.7,0.4161,신규 매수,강한 녹색,1,53,0.4211,-2.2729,-0.8477,0.0929,-0.8477,-0.8477,-0.8606,8.6336,12.8544
2024-03-11,분할 매수,강한 녹색,1,1,54,58.7,0.4724,신규 매수,강한 녹색,1,60,0.519,0.0929,1.8312,0.7017,1.8312,1.8312,0.3847,8.9176,13.9987
2024-03-12,보유,녹색 대기,0.6855,0.6,57,58.7,0.6701,신규 매수,강한 녹색,1,61,0.762,0.7017,-1.0451,-0.4093,-1.0451,-1.0451,-1.7887,6.6317,12.1389
2024-03-13,분할 매수,강한 녹색,1,1,56,58.7,0.552,신규 매수,강한 녹색,1,53,0.5523,-0.4093,-0.9255,-1.1353,-0.9255,-0.9255,0.99,10.0816,15.672
2024-03-14,분할 매수,강한 녹색,1,1,51,58.7,0.369,신규 매수,강한 녹색,1,48,0.3273,-1.1353,0.1405,0.9703,0.1405,0.1405,4.5162,9.298,18.9247
2024-03-15,보유,녹색 대기,0.6719999999999999,0.6,48,58.7,0.3207,신규 매수,약한 녹색,1,44,0.2656,0.9703,0.4157,-0.9254,0.4157,0.4157,4.8596,8.6507,18.5261
2024-03-18,보유,녹색 대기,0.6705,0.6,47,58.7,0.3529,신규 매수,약한 녹색,1,35,0.2766,-0.9254,-0.3766,0.6702,-0.3766,-0.3766,4.2286,7.0467,18.9388
2024-03-19,분할 매수,강한 녹색,1,1,50,58.7,0.4219,신규 매수,약한 녹색,1,41,0.3781,0.6702,1.7594,3.3626,1.7594,1.7594,5.6237,4.7577,21.7145
2024-03-20,분할 매수,강한 녹색,1,1,62,58.7,0.6271,신규 매수,강한 녹색,1,59,0.6016,3.3626,2.5114,0.284,2.5114,2.5114,5.0369,2.7222,19.6485
2024-03-21,분할 매수,강한 녹색,1,1,61,58.7,0.8068,신규 매수,강한 녹색,1,61,0.857,0.284,0.4858,0.1329,0.4858,0.4858,3.2373,-2.5063,15.5998
2024-03-22,분할 매수,강한 녹색,1,1,63,58.7,0.7249,신규 매수,강한 녹색,1,67,0.7641,0.1329,-0.1798,1.5132,-0.1798,-0.1798,3.6232,-2.4614,13.9421
2024-03-25,분할 매수,강한 녹색,1,1,58,58.7,0.606,신규 매수,강한 녹색,1,60,0.6016,1.5132,0.9264,1.1323,0.9264,0.9264,5.1896,-1.2394,10.862
2024-03-26,분할 매수,강한 녹색,1,1,61,58.7,0.6603,신규 매수,강한 녹색,1,60,0.6682,1.1323,1.1983,0.151,1.1983,1.1983,3.3851,-2.1441,12.1322
2024-03-27,분할 매수,강한 녹색,1,1,63,58.7,0.7047,신규 매수,강한 녹색,1,66,0.7141,0.151,0.7777,1.1822,0.7777,0.7777,2.6129,-2.298,10.5415
2024-03-28,분할 매수,강한 녹색,1,1,63,58.7,0.823,신규 매수,강한 녹색,1,64,0.8516,1.1822,0.8383,0.5876,0.8383,0.8383,1.006,-1.8053,10.6586
2024-03-29,분할 매수,강한 녹색,1,1,64,58.7,0.823,신규 매수,강한 녹색,1,65,0.8516,0.5876,1.3145,1.109,1.3145,1.3145,0.7546,-2.7058,9.5421
2024-04-01,분할 매수,강한 녹색,1,1,62,58.7,0.7798,신규 매수,강한 녹색,1,56,0.7984,1.109,-0.7998,-1.9391,-0.7998,-0.7998,-1.0986,-6.2354,8.0794
2024-04-02,분할 매수,강한 녹색,1,1,52,58.7,0.52,신규 매수,약한 녹색,1,41,0.4672,-1.9391,0.4498,2.1087,0.4498,0.4498,-0.5975,-3.8196,8.9129
2024-04-03,분할 매수,강한 녹색,1,1,53,58.7,0.4314,신규 매수,강한 녹색,1,49,0.3781,2.1087,-0.8038,-1.4626,-0.8038,-0.8038,1.076,-3.7579,10.2034
2024-04-04,분할 매수,약한 녹색,1,1,35,58.7,0.1688,신규 매수,약한 녹색,1,28,0.0354,-1.4626,0.6088,-0.0694,0.6088,0.6088,0.2478,-1.5285,11.7997
2024-04-05,분할 매수,약한 녹색,1,1,43,58.7,0.3314,신규 매수,약한 녹색,1,38,0.2552,-0.0694,-0.5208,-0.0165,-0.5208,-0.5208,-0.8119,-1.5008,12.8275
2024-04-08,분할 매수,강한 녹색,1,1,51,58.7,0.4468,신규 매수,강한 녹색,1,45,0.3891,-0.0165,-0.2977,0.5867,-0.2977,-0.2977,-1.2718,-1.9171,13.074
2024-04-09,분할 매수,강한 녹색,1,1,45,58.7,0.2904,신규 매수,약한 녹색,1,38,0.1849,0.5867,2.142,1.2255,2.142,2.142,-3.4493,-1.5656,13.7419
